,Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
386,37,1107,Research & Development,Life Sciences,Female,Divorced,26914,No,29605.4
387,40,759,Sales,Marketing,Female,Divorced,22553,No,24808.300000000003
388,42,201,Research & Development,Life Sciences,Female,Divorced,20490,No,22539.000000000004
389,37,1305,Research & Development,Life Sciences,Male,Single,21123,Yes,23235.300000000003
390,43,982,Research & Development,Life Sciences,Male,Divorced,4345,No,4779.5
391,40,555,Research & Development,Medical,Female,Married,13436,No,14779.6
392,54,821,Research & Development,Medical,Male,Married,8509,No,9359.900000000001
393,34,1381,Sales,Marketing,Female,Married,12740,No,14014.000000000002
394,31,480,Research & Development,Medical,Female,Married,4156,No,4571.6
395,43,313,Research & Development,Medical,Male,Married,15238,No,16761.800000000003
396,43,1473,Research & Development,Other,Female,Divorced,2227,Yes,2449.7000000000003
397,25,891,Sales,Life Sciences,Female,Single,12090,Yes,13299.000000000002
398,37,1063,Research & Development,Medical,Female,Married,23866,Yes,26252.600000000002
399,31,329,Research & Development,Life Sciences,Male,Married,16193,No,17812.300000000003
400,39,1218,Research & Development,Life Sciences,Male,Divorced,8213,Yes,9034.300000000001
401,56,906,Sales,Life Sciences,Female,Married,18256,No,20081.600000000002
402,30,1082,Sales,Technical Degree,Female,Single,19558,No,21513.800000000003
403,41,645,Sales,Marketing,Male,Married,19566,No,21522.600000000002
404,28,1300,Research & Development,Medical,Male,Divorced,13535,No,14888.500000000002
405,25,688,Research & Development,Medical,Male,Married,9396,No,10335.6
406,52,319,Research & Development,Medical,Male,Married,19609,Yes,21569.9
407,45,192,Research & Development,Life Sciences,Male,Married,9655,No,10620.5
408,52,1490,Research & Development,Life Sciences,Female,Married,10310,No,11341.000000000002
409,42,532,Research & Development,Life Sciences,Female,Divorced,12932,No,14225.2
410,30,317,Research & Development,Life Sciences,Female,Single,24793,No,27272.300000000003
411,60,422,Research & Development,Life Sciences,Female,Married,3854,No,4239.400000000001
412,46,1485,Research & Development,Medical,Female,Divorced,26314,No,28945.4
413,42,1368,Research & Development,Technical Degree,Female,Married,4386,No,4824.6
414,24,1448,Sales,Technical Degree,Female,Single,21972,Yes,24169.2
415,34,296,Sales,Marketing,Female,Divorced,12253,No,13478.300000000001
416,38,1490,Research & Development,Life Sciences,Male,Married,12106,Yes,13316.6
417,40,1398,Sales,Life Sciences,Female,Married,13022,No,14324.2
418,26,1349,Research & Development,Life Sciences,Female,Divorced,3032,No,3335.2000000000003
419,30,1400,Research & Development,Life Sciences,Male,Married,16734,No,18407.4
420,29,986,Research & Development,Medical,Male,Married,21526,No,23678.600000000002
421,29,408,Research & Development,Technical Degree,Female,Married,18300,No,20130.0
422,19,489,Human Resources,Technical Degree,Male,Single,18437,No,20280.7
423,30,1398,Sales,Other,Female,Married,2890,No,3179.0000000000005
424,57,210,Sales,Marketing,Male,Divorced,22102,No,24312.2
425,50,1099,Research & Development,Life Sciences,Male,Married,9314,No,10245.400000000001
426,30,1116,Research & Development,Medical,Female,Single,7181,No,7899.1
427,60,1499,Sales,Marketing,Female,Married,2845,No,3129.5000000000005
428,47,983,Research & Development,Medical,Female,Divorced,7389,No,8127.900000000001
429,46,1009,Research & Development,Life Sciences,Male,Married,2288,No,2516.8
430,35,144,Research & Development,Life Sciences,Male,Single,19225,No,21147.5
431,54,548,Research & Development,Life Sciences,Female,Single,23428,No,25770.800000000003
432,34,1303,Research & Development,Life Sciences,Male,Divorced,8416,No,9257.6
433,46,1125,Sales,Marketing,Female,Married,11563,Yes,12719.300000000001
434,31,1274,Research & Development,Life Sciences,Male,Divorced,14394,No,15833.400000000001
435,33,1277,Research & Development,Medical,Male,Married,24619,Yes,27080.9
436,33,587,Research & Development,Medical,Male,Divorced,6705,No,7375.500000000001
437,30,413,Sales,Marketing,Male,Single,18398,No,20237.800000000003
438,35,1276,Research & Development,Life Sciences,Male,Married,14295,Yes,15724.500000000002
439,31,534,Research & Development,Life Sciences,Male,Married,22908,No,25198.800000000003
440,34,988,Human Resources,Human Resources,Female,Divorced,11533,Yes,12686.300000000001
441,42,1474,Research & Development,Other,Male,Married,9260,No,10186.0
442,36,635,Sales,Medical,Male,Single,15318,No,16849.800000000003
443,22,1368,Research & Development,Technical Degree,Male,Single,9129,No,10041.900000000001
444,48,163,Sales,Marketing,Female,Married,19658,No,21623.800000000003
445,55,1117,Sales,Life Sciences,Female,Single,9873,No,10860.300000000001
446,41,267,Sales,Life Sciences,Male,Single,13430,No,14773.000000000002
447,35,619,Sales,Marketing,Male,Married,18659,No,20524.9
448,40,302,Research & Development,Life Sciences,Female,Single,20364,No,22400.4
449,39,443,Research & Development,Life Sciences,Female,Married,17872,No,19659.2
450,31,828,Sales,Life Sciences,Male,Single,8346,Yes,9180.6
451,42,319,Research & Development,Medical,Male,Married,6950,Yes,7645.000000000001
452,45,561,Sales,Other,Male,Married,16177,No,17794.7
453,26,426,Human Resources,Life Sciences,Female,Divorced,22808,Yes,25088.800000000003
454,29,232,Research & Development,Technical Degree,Male,Divorced,22645,No,24909.500000000004
455,33,922,Research & Development,Medical,Female,Divorced,22578,No,24835.800000000003
456,31,688,Sales,Life Sciences,Male,Divorced,25291,No,27820.100000000002
457,18,1306,Sales,Marketing,Male,Single,8059,Yes,8864.900000000001
458,40,1094,Sales,Other,Male,Divorced,11373,No,12510.300000000001
459,41,509,Research & Development,Other,Female,Single,2112,Yes,2323.2000000000003
460,26,775,Sales,Medical,Male,Divorced,4267,No,4693.700000000001
461,35,195,Sales,Medical,Female,Single,6698,No,7367.8
462,34,258,Sales,Life Sciences,Male,Single,19921,No,21913.100000000002
463,26,471,Research & Development,Technical Degree,Male,Single,23213,Yes,25534.300000000003
464,37,799,Research & Development,Technical Degree,Female,Single,23848,No,26232.800000000003
465,46,1034,Research & Development,Medical,Female,Married,8984,No,9882.400000000001
466,41,1276,Sales,Life Sciences,Female,Married,5626,No,6188.6
467,37,142,Sales,Medical,Male,Divorced,24666,No,27132.600000000002
468,52,956,Research & Development,Technical Degree,Male,Divorced,22087,Yes,24295.7
469,32,1474,Sales,Other,Male,Married,23914,No,26305.4
470,24,535,Sales,Medical,Male,Married,5530,No,6083.000000000001
471,38,1495,Research & Development,Medical,Female,Married,22174,No,24391.4
472,37,446,Research & Development,Life Sciences,Female,Married,15701,No,17271.100000000002
473,49,1245,Research & Development,Life Sciences,Male,Divorced,2125,Yes,2337.5
474,24,691,Research & Development,Medical,Male,Married,21630,Yes,23793.000000000004
475,26,703,Sales,Marketing,Male,Married,7428,No,8170.800000000001
476,24,823,Research & Development,Other,Male,Married,9100,No,10010.0
477,50,1246,Human Resources,Medical,Male,Married,7999,No,8798.900000000001
478,25,622,Sales,Medical,Male,Married,26376,No,29013.600000000002
479,24,1287,Research & Development,Life Sciences,Female,Married,14168,Yes,15584.800000000001
480,30,448,Sales,Life Sciences,Male,Married,14470,No,15917.000000000002
481,34,254,Research & Development,Life Sciences,Male,Married,22794,Yes,25073.4
482,31,1365,Sales,Medical,Male,Divorced,11512,No,12663.2
483,35,538,Research & Development,Other,Male,Single,14004,No,15404.400000000001
484,31,525,Sales,Medical,Male,Divorced,6219,No,6840.900000000001
485,27,798,Research & Development,Medical,Female,Divorced,5013,No,5514.3
486,37,558,Sales,Marketing,Male,Married,3010,Yes,3311.0000000000005
487,20,959,Research & Development,Life Sciences,Female,Single,11757,No,12932.7
488,42,622,Research & Development,Life Sciences,Female,Married,5718,No,6289.8
489,43,782,Research & Development,Other,Male,Divorced,2671,Yes,2938.1000000000004
490,38,362,Research & Development,Life Sciences,Female,Single,14561,No,16017.100000000002
491,43,1001,Research & Development,Medical,Male,Divorced,19627,Yes,21589.7
492,48,1236,Research & Development,Life Sciences,Female,Married,17997,No,19796.7
493,44,1112,Human Resources,Life Sciences,Female,Single,26894,No,29583.4
494,34,204,Sales,Technical Degree,Female,Divorced,2912,Yes,3203.2000000000003
495,27,1420,Sales,Marketing,Male,Divorced,16346,No,17980.600000000002
496,21,1343,Sales,Technical Degree,Male,Single,24444,No,26888.4
497,44,1315,Research & Development,Other,Male,Married,9358,Yes,10293.800000000001
498,22,604,Research & Development,Medical,Male,Married,12145,No,13359.500000000002
499,33,1216,Sales,Marketing,Male,Divorced,20431,No,22474.100000000002
500,32,646,Research & Development,Life Sciences,Female,Married,18089,Yes,19897.9
501,30,160,Research & Development,Medical,Female,Divorced,22653,No,24918.300000000003
502,53,238,Sales,Medical,Female,Single,7507,No,8257.7
503,34,1397,Research & Development,Life Sciences,Male,Married,7660,No,8426.0
504,45,306,Sales,Life Sciences,Female,Married,5630,No,6193.000000000001
505,26,991,Research & Development,Life Sciences,Female,Married,17759,Yes,19534.9
506,37,482,Research & Development,Other,Male,Married,9606,No,10566.6
507,29,1176,Sales,Medical,Female,Married,3487,No,3835.7000000000003
508,35,1017,Research & Development,Life Sciences,Male,Single,19368,No,21304.800000000003
509,33,1296,Research & Development,Life Sciences,Male,Divorced,5335,No,5868.500000000001
510,54,397,Human Resources,Medical,Male,Married,6729,No,7401.900000000001
511,36,913,Research & Development,Medical,Male,Divorced,13934,Yes,15327.400000000001
512,27,1115,Research & Development,Medical,Male,Single,15174,No,16691.4
513,20,1362,Research & Development,Medical,Male,Single,26999,Yes,29698.9
514,33,1076,Research & Development,Life Sciences,Male,Single,3164,Yes,3480.4
515,35,727,Research & Development,Life Sciences,Male,Married,16900,No,18590.0
516,23,885,Research & Development,Medical,Male,Married,8544,No,9398.400000000001
517,25,810,Sales,Life Sciences,Male,Married,15678,No,17245.800000000003
518,38,243,Sales,Marketing,Female,Single,7791,No,8570.1
519,29,806,Research & Development,Life Sciences,Male,Divorced,18959,No,20854.9
520,48,817,Sales,Marketing,Male,Married,18597,No,20456.7
521,27,1410,Sales,Medical,Female,Divorced,16673,Yes,18340.300000000003
522,37,1225,Research & Development,Life Sciences,Male,Single,15232,No,16755.2
523,50,1207,Research & Development,Medical,Male,Married,3297,Yes,3626.7000000000003
524,34,1442,Research & Development,Medical,Female,Single,17654,No,19419.4
525,24,693,Sales,Life Sciences,Female,Single,24785,No,27263.500000000004
526,39,408,Research & Development,Technical Degree,Female,Single,20978,No,23075.800000000003
527,32,929,Sales,Marketing,Male,Single,21703,No,23873.300000000003
528,50,562,Sales,Technical Degree,Male,Married,23452,Yes,25797.2
529,38,827,Research & Development,Life Sciences,Female,Single,19383,No,21321.300000000003
530,27,608,Research & Development,Life Sciences,Female,Married,6009,No,6609.900000000001
531,32,1018,Research & Development,Life Sciences,Female,Single,19373,No,21310.300000000003
532,47,703,Sales,Marketing,Male,Single,11825,No,13007.500000000002
533,40,580,Sales,Life Sciences,Male,Married,23772,Yes,26149.2
534,53,970,Research & Development,Life Sciences,Male,Married,13514,No,14865.400000000001
535,41,427,Human Resources,Human Resources,Male,Divorced,8861,No,9747.1
536,60,1179,Sales,Marketing,Male,Single,11924,No,13116.400000000001
537,27,294,Research & Development,Life Sciences,Male,Divorced,4809,No,5289.900000000001
538,41,314,Human Resources,Human Resources,Male,Married,19562,No,21518.2
539,50,316,Sales,Marketing,Male,Married,9983,No,10981.300000000001
540,28,654,Research & Development,Life Sciences,Female,Single,3872,Yes,4259.200000000001
541,36,427,Research & Development,Life Sciences,Female,Married,20335,No,22368.5
542,38,168,Research & Development,Life Sciences,Female,Single,15397,Yes,16936.7
543,44,381,Research & Development,Medical,Male,Single,2104,No,2314.4
544,47,217,Sales,Medical,Female,Divorced,10225,Yes,11247.5
545,30,501,Sales,Marketing,Male,Divorced,25275,No,27802.500000000004
546,29,1396,Sales,Life Sciences,Male,Single,2755,No,3030.5000000000005
547,42,933,Research & Development,Medical,Male,Divorced,20366,Yes,22402.600000000002
548,43,775,Sales,Life Sciences,Male,Married,23683,No,26051.300000000003
549,34,970,Research & Development,Medical,Female,Single,7360,No,8096.000000000001
550,23,650,Research & Development,Medical,Male,Married,4344,No,4778.400000000001
551,39,141,Human Resources,Human Resources,Female,Married,18767,No,20643.7
552,56,832,Research & Development,Medical,Male,Married,20420,No,22462.0
553,40,804,Research & Development,Medical,Female,Single,22929,Yes,25221.9
554,27,975,Research & Development,Medical,Female,Single,23398,No,25737.800000000003
555,29,1090,Sales,Marketing,Male,Divorced,17967,No,19763.7
556,53,346,Research & Development,Life Sciences,Male,Single,10919,No,12010.900000000001
557,35,1225,Research & Development,Life Sciences,Female,Divorced,4761,No,5237.1
558,32,430,Research & Development,Life Sciences,Male,Married,21146,No,23260.600000000002
559,38,268,Research & Development,Medical,Male,Married,20471,Yes,22518.100000000002
560,34,167,Research & Development,Life Sciences,Female,Divorced,4187,No,4605.700000000001
561,52,621,Sales,Marketing,Male,Married,10084,No,11092.400000000001
562,33,527,Research & Development,Other,Male,Single,5207,Yes,5727.700000000001
563,25,883,Sales,Medical,Female,Single,22807,No,25087.7
564,45,954,Sales,Technical Degree,Male,Single,12388,No,13626.800000000001
565,23,310,Research & Development,Medical,Male,Single,19630,No,21593.0
566,47,719,Sales,Life Sciences,Female,Single,10339,Yes,11372.900000000001
567,34,304,Sales,Other,Male,Single,18686,No,20554.600000000002
568,55,725,Research & Development,Medical,Male,Married,21199,Yes,23318.9
569,36,1434,Sales,Life Sciences,Male,Single,14229,No,15651.900000000001
570,52,715,Research & Development,Medical,Male,Married,26589,No,29247.9
571,26,575,Research & Development,Life Sciences,Female,Divorced,5288,No,5816.8
572,29,657,Research & Development,Medical,Female,Married,25549,No,28103.9
573,26,1146,Sales,Technical Degree,Male,Single,3064,No,3370.4
574,34,182,Research & Development,Life Sciences,Female,Single,13551,No,14906.1
575,54,376,Research & Development,Medical,Female,Divorced,22670,Yes,24937.000000000004
576,27,829,Sales,Marketing,Male,Married,24008,No,26408.800000000003
577,37,571,Research & Development,Life Sciences,Female,Divorced,19905,Yes,21895.5
578,38,240,Research & Development,Life Sciences,Female,Single,26085,Yes,28693.500000000004
579,34,121,Research & Development,Medical,Female,Single,7530,No,8283.0
580,35,384,Sales,Life Sciences,Female,Married,20317,No,22348.7
581,30,921,Research & Development,Life Sciences,Male,Married,24375,No,26812.500000000004
582,40,791,Research & Development,Medical,Female,Married,9931,No,10924.1
583,34,1111,Sales,Life Sciences,Female,Married,13305,No,14635.500000000002
584,42,570,Research & Development,Life Sciences,Male,Divorced,16225,No,17847.5
585,23,1243,Research & Development,Life Sciences,Male,Married,3445,Yes,3789.5000000000005
586,24,1092,Research & Development,Life Sciences,Male,Divorced,26551,No,29206.100000000002
587,52,1325,Research & Development,Life Sciences,Female,Married,21821,No,24003.100000000002
588,50,691,Research & Development,Medical,Male,Married,6881,No,7569.1
589,29,805,Research & Development,Life Sciences,Female,Married,6689,Yes,7357.900000000001
590,33,213,Research & Development,Medical,Male,Married,25995,No,28594.500000000004
591,33,118,Sales,Marketing,Female,Single,26507,No,29157.7
592,47,202,Research & Development,Other,Female,Married,12982,Yes,14280.2
593,36,676,Research & Development,Other,Female,Married,23361,No,25697.100000000002
594,29,1252,Research & Development,Life Sciences,Male,Married,23779,No,26156.9
595,58,286,Research & Development,Life Sciences,Male,Single,25761,Yes,28337.100000000002
596,35,1258,Research & Development,Life Sciences,Female,Single,13301,No,14631.1
597,42,932,Research & Development,Life Sciences,Female,Married,4051,Yes,4456.1
598,28,890,Research & Development,Medical,Male,Single,16374,No,18011.4
599,36,1041,Human Resources,Human Resources,Male,Married,25527,No,28079.7
600,32,859,Research & Development,Life Sciences,Female,Married,19124,No,21036.4
601,40,720,Research & Development,Medical,Male,Single,11983,No,13181.300000000001
602,30,946,Research & Development,Medical,Female,Single,20234,Yes,22257.4
603,45,252,Research & Development,Life Sciences,Female,Single,6153,No,6768.3
604,42,933,Research & Development,Life Sciences,Male,Married,11806,No,12986.6
605,38,471,Research & Development,Life Sciences,Male,Divorced,4284,No,4712.400000000001
606,34,702,Research & Development,Life Sciences,Female,Single,8306,No,9136.6
607,49,1184,Sales,Marketing,Female,Married,5860,No,6446.000000000001
608,55,436,Sales,Medical,Male,Single,21519,No,23670.9
609,43,589,Research & Development,Life Sciences,Male,Married,5200,No,5720.000000000001
610,27,269,Research & Development,Technical Degree,Male,Divorced,8842,Yes,9726.2
611,35,950,Research & Development,Other,Male,Single,18869,No,20755.9
612,28,760,Sales,Marketing,Female,Married,3698,Yes,4067.8
613,34,829,Human Resources,Human Resources,Male,Married,2243,No,2467.3
614,26,887,Research & Development,Medical,Female,Married,20898,Yes,22987.800000000003
615,27,443,Research & Development,Medical,Male,Married,16571,No,18228.100000000002
616,51,1318,Sales,Marketing,Female,Married,5594,No,6153.400000000001
617,44,625,Research & Development,Medical,Male,Single,5197,No,5716.700000000001
618,25,180,Research & Development,Medical,Male,Single,21632,No,23795.2
619,33,586,Sales,Medical,Male,Divorced,21816,No,23997.600000000002
620,35,1343,Research & Development,Medical,Female,Single,17852,No,19637.2
621,36,928,Sales,Life Sciences,Male,Married,2823,Yes,3105.3
622,32,117,Sales,Life Sciences,Male,Divorced,9250,No,10175.0
623,30,1012,Research & Development,Life Sciences,Male,Divorced,2373,No,2610.3
624,53,661,Sales,Marketing,Female,Married,20715,Yes,22786.500000000004
625,45,930,Sales,Marketing,Male,Divorced,19239,Yes,21162.9
626,32,638,Research & Development,Medical,Female,Married,22162,No,24378.2
627,52,890,Research & Development,Medical,Female,Married,19028,No,20930.800000000003
628,37,342,Sales,Marketing,Male,Divorced,24558,No,27013.800000000003
629,28,1169,Human Resources,Medical,Male,Divorced,23965,No,26361.500000000004
630,22,1230,Research & Development,Life Sciences,Male,Married,19146,No,21060.600000000002
631,44,986,Research & Development,Life Sciences,Male,Married,5044,Yes,5548.400000000001
632,42,1271,Research & Development,Medical,Male,Single,9068,Yes,9974.800000000001
633,36,1278,Human Resources,Life Sciences,Male,Married,8635,No,9498.5
634,25,141,Sales,Other,Male,Married,14363,Yes,15799.300000000001
635,35,607,Research & Development,Life Sciences,Female,Married,23457,Yes,25802.7
636,35,130,Research & Development,Life Sciences,Female,Divorced,16612,Yes,18273.2
637,32,300,Research & Development,Life Sciences,Male,Divorced,9148,No,10062.800000000001
638,25,583,Sales,Marketing,Male,Married,18154,No,19969.4
639,49,1418,Research & Development,Technical Degree,Female,Married,10554,No,11609.400000000001
640,24,1269,Research & Development,Life Sciences,Male,Married,10778,No,11855.800000000001
641,32,379,Sales,Life Sciences,Male,Married,8891,No,9780.1
642,38,395,Sales,Marketing,Male,Married,12102,No,13312.2
643,42,1265,Research & Development,Life Sciences,Female,Married,23726,Yes,26098.600000000002
644,31,1222,Research & Development,Life Sciences,Male,Married,14871,Yes,16358.100000000002
645,29,341,Sales,Medical,Female,Divorced,23522,Yes,25874.2
646,53,868,Sales,Marketing,Male,Married,22789,No,25067.9
647,35,672,Research & Development,Technical Degree,Male,Married,9129,No,10041.900000000001
648,37,1231,Sales,Medical,Female,Married,21222,No,23344.2
649,53,102,Research & Development,Life Sciences,Female,Single,20206,No,22226.600000000002
650,43,422,Research & Development,Life Sciences,Female,Married,21782,No,23960.2
651,47,249,Sales,Marketing,Female,Married,17783,Yes,19561.300000000003
652,37,1252,Sales,Medical,Male,Single,4814,Yes,5295.400000000001
653,50,881,Research & Development,Life Sciences,Male,Divorced,4544,No,4998.400000000001
654,39,1383,Human Resources,Life Sciences,Female,Married,7790,No,8569.0
655,33,1075,Human Resources,Human Resources,Male,Divorced,22650,Yes,24915.000000000004
656,32,374,Research & Development,Life Sciences,Male,Single,18016,Yes,19817.600000000002
657,29,1086,Research & Development,Medical,Female,Divorced,6054,No,6659.400000000001
658,44,661,Research & Development,Life Sciences,Male,Married,7508,Yes,8258.800000000001
659,28,821,Sales,Medical,Male,Single,24252,No,26677.2
660,58,781,Research & Development,Life Sciences,Male,Divorced,13384,Yes,14722.400000000001
661,43,177,Research & Development,Life Sciences,Female,Divorced,23814,No,26195.4
662,20,500,Sales,Medical,Female,Single,22052,No,24257.2
663,21,1427,Research & Development,Other,Female,Single,8870,No,9757.0
664,36,1425,Research & Development,Life Sciences,Male,Married,4821,Yes,5303.1
665,47,1454,Sales,Life Sciences,Female,Single,13137,Yes,14450.7
666,22,617,Research & Development,Life Sciences,Female,Married,10022,Yes,11024.2
667,41,1085,Research & Development,Life Sciences,Female,Divorced,17725,Yes,19497.5
668,28,995,Research & Development,Medical,Female,Divorced,9834,No,10817.400000000001
669,39,1122,Research & Development,Medical,Male,Married,4303,Yes,4733.3
670,27,618,Research & Development,Life Sciences,Female,Single,17808,No,19588.800000000003
671,34,546,Research & Development,Life Sciences,Male,Divorced,6896,No,7585.6
672,42,462,Sales,Medical,Female,Single,7824,No,8606.400000000001
673,33,1198,Research & Development,Other,Male,Single,3339,Yes,3672.9
674,58,1272,Research & Development,Technical Degree,Female,Divorced,9255,Yes,10180.5
675,31,154,Sales,Life Sciences,Male,Married,11737,No,12910.7
676,35,1137,Research & Development,Life Sciences,Female,Married,19170,Yes,21087.0
677,49,527,Research & Development,Other,Female,Married,22477,No,24724.7
678,48,1469,Research & Development,Medical,Male,Married,5543,No,6097.3
679,31,1188,Sales,Marketing,Female,Married,24406,No,26846.600000000002
680,36,188,Research & Development,Other,Male,Single,23293,No,25622.300000000003
681,38,1333,Research & Development,Technical Degree,Female,Married,16292,No,17921.2
682,32,1184,Research & Development,Life Sciences,Female,Married,3974,No,4371.400000000001
683,25,867,Sales,Marketing,Male,Married,18798,Yes,20677.800000000003
684,40,658,Sales,Marketing,Male,Divorced,20652,No,22717.2
685,26,1283,Sales,Medical,Male,Single,11148,No,12262.800000000001
686,41,263,Research & Development,Medical,Male,Single,3119,Yes,3430.9
687,36,938,Research & Development,Medical,Male,Single,12287,No,13515.7
688,19,419,Sales,Other,Male,Single,9947,Yes,10941.7
689,20,129,Research & Development,Technical Degree,Male,Single,13008,No,14308.800000000001
690,31,616,Research & Development,Medical,Female,Married,17369,Yes,19105.9
691,40,1469,Research & Development,Medical,Male,Divorced,25063,Yes,27569.300000000003
692,32,498,Research & Development,Medical,Female,Married,13554,No,14909.400000000001
693,36,530,Sales,Life Sciences,Male,Married,5518,Yes,6069.8
694,33,1069,Research & Development,Life Sciences,Female,Single,12291,No,13520.1
695,37,625,Sales,Life Sciences,Male,Married,14922,No,16414.2
696,45,805,Research & Development,Life Sciences,Male,Married,23163,No,25479.300000000003
697,29,1404,Sales,Technical Degree,Female,Married,18203,No,20023.300000000003
698,35,1219,Sales,Medical,Female,Married,6179,No,6796.900000000001
699,52,1053,Research & Development,Life Sciences,Male,Married,13829,No,15211.900000000001
700,58,289,Research & Development,Technical Degree,Male,Single,26227,No,28849.7
701,53,1376,Sales,Medical,Male,Divorced,13938,No,15331.800000000001
702,30,231,Sales,Other,Male,Divorced,9977,No,10974.7
703,38,152,Sales,Technical Degree,Female,Single,19899,Yes,21888.9
704,35,882,Sales,Life Sciences,Male,Divorced,6812,No,7493.200000000001
705,39,903,Sales,Life Sciences,Male,Single,2560,No,2816.0
706,40,1479,Sales,Life Sciences,Female,Single,17071,Yes,18778.100000000002
707,47,1379,Research & Development,Medical,Male,Divorced,6759,Yes,7434.900000000001
708,36,1229,Sales,Technical Degree,Male,Divorced,25952,No,28547.2
709,31,335,Research & Development,Medical,Male,Single,10322,Yes,11354.2
710,33,722,Sales,Life Sciences,Male,Single,20489,No,22537.9
711,29,906,Research & Development,Life Sciences,Female,Single,11479,Yes,12626.900000000001
712,33,461,Research & Development,Life Sciences,Female,Single,17241,No,18965.100000000002
713,45,974,Research & Development,Medical,Female,Divorced,11005,No,12105.500000000002
714,50,1126,Research & Development,Medical,Male,Divorced,6615,No,7276.500000000001
715,33,827,Research & Development,Other,Female,Married,20161,Yes,22177.100000000002
716,41,840,Research & Development,Medical,Male,Divorced,3735,No,4108.5
717,27,1134,Research & Development,Technical Degree,Female,Married,12086,No,13294.6
718,45,248,Research & Development,Life Sciences,Male,Married,14039,Yes,15442.900000000001
719,47,955,Sales,Life Sciences,Female,Single,8571,Yes,9428.1
720,30,138,Research & Development,Life Sciences,Female,Married,11539,Yes,12692.900000000001
721,50,939,Research & Development,Life Sciences,Male,Married,4161,Yes,4577.1
722,38,1391,Research & Development,Medical,Male,Married,12127,No,13339.7
723,46,566,Research & Development,Medical,Male,Divorced,24208,No,26628.800000000003
724,24,1206,Research & Development,Medical,Female,Divorced,24117,No,26528.7
725,35,622,Research & Development,Other,Male,Divorced,10074,Yes,11081.400000000001
726,31,853,Research & Development,Life Sciences,Female,Married,11275,No,12402.500000000002
727,18,287,Research & Development,Life Sciences,Male,Single,13493,No,14842.300000000001
728,54,1441,Research & Development,Technical Degree,Female,Married,13943,No,15337.300000000001
729,35,583,Research & Development,Medical,Female,Divorced,6975,Yes,7672.500000000001
730,30,153,Research & Development,Life Sciences,Female,Married,17802,Yes,19582.2
731,20,1097,Research & Development,Medical,Female,Single,18275,Yes,20102.5
732,30,109,Research & Development,Medical,Female,Single,25725,No,28297.500000000004
733,26,1066,Research & Development,Medical,Male,Married,3334,No,3667.4
734,22,217,Research & Development,Life Sciences,Male,Married,6881,No,7569.1
735,48,277,Research & Development,Life Sciences,Male,Single,13119,No,14430.900000000001
736,48,1355,Research & Development,Life Sciences,Male,Single,22245,No,24469.500000000004
737,41,549,Research & Development,Medical,Female,Single,23371,No,25708.100000000002
738,39,466,Research & Development,Life Sciences,Female,Married,7060,No,7766.000000000001
739,27,1055,Research & Development,Life Sciences,Female,Married,4658,No,5123.8
740,35,802,Research & Development,Other,Male,Divorced,9541,No,10495.1
741,42,265,Sales,Marketing,Male,Married,7770,No,8547.0
742,50,804,Research & Development,Life Sciences,Male,Married,20165,No,22181.5
743,59,715,Research & Development,Life Sciences,Female,Single,21829,Yes,24011.9
744,37,1141,Research & Development,Medical,Female,Married,14382,No,15820.2
745,55,135,Research & Development,Medical,Male,Married,12992,Yes,14291.2
746,41,247,Research & Development,Life Sciences,Female,Divorced,20284,No,22312.4
747,38,1035,Sales,Life Sciences,Male,Single,4981,Yes,5479.1
748,26,265,Sales,Medical,Male,Single,21813,No,23994.300000000003
749,52,266,Sales,Marketing,Female,Married,25846,No,28430.600000000002
750,44,1448,Sales,Medical,Female,Married,11737,Yes,12910.7
751,50,145,Sales,Life Sciences,Female,Married,24920,No,27412.000000000004
752,36,885,Research & Development,Life Sciences,Female,Single,8269,No,9095.900000000001
753,39,945,Research & Development,Medical,Female,Single,5083,Yes,5591.3
754,33,1038,Sales,Life Sciences,Female,Single,21437,No,23580.7
755,45,1234,Sales,Life Sciences,Female,Married,5404,No,5944.400000000001
756,32,1109,Research & Development,Medical,Female,Single,11135,No,12248.500000000002
757,34,216,Sales,Marketing,Male,Divorced,12278,No,13505.800000000001
758,59,1089,Sales,Technical Degree,Male,Married,11038,Yes,12141.800000000001
759,45,788,Human Resources,Medical,Male,Single,8318,No,9149.800000000001
760,53,124,Sales,Marketing,Female,Married,23537,No,25890.7
761,36,660,Research & Development,Other,Male,Divorced,7858,No,8643.800000000001
762,26,342,Research & Development,Life Sciences,Male,Married,15346,Yes,16880.600000000002
763,34,1333,Sales,Life Sciences,Female,Married,18410,Yes,20251.0
764,28,1144,Sales,Medical,Male,Married,23384,No,25722.4
765,38,1186,Research & Development,Other,Male,Married,2997,No,3296.7000000000003
766,50,1464,Research & Development,Medical,Male,Married,12853,Yes,14138.300000000001
767,37,124,Research & Development,Other,Female,Single,13848,No,15232.800000000001
768,40,300,Sales,Marketing,Male,Married,22217,No,24438.7
769,26,921,Research & Development,Medical,Female,Divorced,25265,No,27791.500000000004
770,46,430,Research & Development,Medical,Male,Divorced,21445,No,23589.500000000004
771,54,1082,Sales,Life Sciences,Female,Married,8392,No,9231.2
772,56,1240,Research & Development,Medical,Female,Married,12154,No,13369.400000000001
773,36,796,Research & Development,Medical,Female,Single,15669,No,17235.9
